DateKey,Date,Day,Month,MonthName,Quarter,Year,Weekday,WeekdayName,IsWeekend
20170124,2017-01-24,24,1,January,1,2017,2,Tuesday,False
20170125,2017-01-25,25,1,January,1,2017,3,Wednesday,False
20170126,2017-01-26,26,1,January,1,2017,4,Thursday,False
20170127,2017-01-27,27,1,January,1,2017,5,Friday,False
20170128,2017-01-28,28,1,January,1,2017,6,Saturday,True
20170129,2017-01-29,29,1,January,1,2017,7,Sunday,True
20170130,2017-01-30,30,1,January,1,2017,1,Monday,False
20170131,2017-01-31,31,1,January,1,2017,2,Tuesday,False
20170201,2017-02-01,1,2,February,1,2017,3,Wednesday,False
20170202,2017-02-02,2,2,February,1,2017,4,Thursday,False
20170203,2017-02-03,3,2,February,1,2017,5,Friday,False
20170204,2017-02-04,4,2,February,1,2017,6,Saturday,True
20170205,2017-02-05,5,2,February,1,2017,7,Sunday,True
20170206,2017-02-06,6,2,February,1,2017,1,Monday,False
20170207,2017-02-07,7,2,February,1,2017,2,Tuesday,False
20170208,2017-02-08,8,2,February,1,2017,3,Wednesday,False
20170209,2017-02-09,9,2,February,1,2017,4,Thursday,False
20170210,2017-02-10,10,2,February,1,2017,5,Friday,False
20170211,2017-02-11,11,2,February,1,2017,6,Saturday,True
20170212,2017-02-12,12,2,February,1,2017,7,Sunday,True
20170213,2017-02-13,13,2,February,1,2017,1,Monday,False
20170214,2017-02-14,14,2,February,1,2017,2,Tuesday,False
20170215,2017-02-15,15,2,February,1,2017,3,Wednesday,False
20170216,2017-02-16,16,2,February,1,2017,4,Thursday,False
20170217,2017-02-17,17,2,February,1,2017,5,Friday,False
20170218,2017-02-18,18,2,February,1,2017,6,Saturday,True
20170219,2017-02-19,19,2,February,1,2017,7,Sunday,True
20170220,2017-02-20,20,2,February,1,2017,1,Monday,False
20170221,2017-02-21,21,2,February,1,2017,2,Tuesday,False
20170222,2017-02-22,22,2,February,1,2017,3,Wednesday,False
20170223,2017-02-23,23,2,February,1,2017,4,Thursday,False
20170224,2017-02-24,24,2,February,1,2017,5,Friday,False
20170225,2017-02-25,25,2,February,1,2017,6,Saturday,True
20170226,2017-02-26,26,2,February,1,2017,7,Sunday,True
20170227,2017-02-27,27,2,February,1,2017,1,Monday,False
20170228,2017-02-28,28,2,February,1,2017,2,Tuesday,False
20170301,2017-03-01,1,3,March,1,2017,3,Wednesday,False
20170302,2017-03-02,2,3,March,1,2017,4,Thursday,False
20170303,2017-03-03,3,3,March,1,2017,5,Friday,False
20170304,2017-03-04,4,3,March,1,2017,6,Saturday,True
20170305,2017-03-05,5,3,March,1,2017,7,Sunday,True
20170306,2017-03-06,6,3,March,1,2017,1,Monday,False
20170307,2017-03-07,7,3,March,1,2017,2,Tuesday,False
20170308,2017-03-08,8,3,March,1,2017,3,Wednesday,False
20170309,2017-03-09,9,3,March,1,2017,4,Thursday,False
20170310,2017-03-10,10,3,March,1,2017,5,Friday,False
20170311,2017-03-11,11,3,March,1,2017,6,Saturday,True
20170312,2017-03-12,12,3,March,1,2017,7,Sunday,True
20170313,2017-03-13,13,3,March,1,2017,1,Monday,False
20170314,2017-03-14,14,3,March,1,2017,2,Tuesday,False
20170315,2017-03-15,15,3,March,1,2017,3,Wednesday,False
20170316,2017-03-16,16,3,March,1,2017,4,Thursday,False
20170317,2017-03-17,17,3,March,1,2017,5,Friday,False
20170318,2017-03-18,18,3,March,1,2017,6,Saturday,True
20170319,2017-03-19,19,3,March,1,2017,7,Sunday,True
20170320,2017-03-20,20,3,March,1,2017,1,Monday,False
20170321,2017-03-21,21,3,March,1,2017,2,Tuesday,False
20170322,2017-03-22,22,3,March,1,2017,3,Wednesday,False
20170323,2017-03-23,23,3,March,1,2017,4,Thursday,False
20170324,2017-03-24,24,3,March,1,2017,5,Friday,False
20170325,2017-03-25,25,3,March,1,2017,6,Saturday,True
20170326,2017-03-26,26,3,March,1,2017,7,Sunday,True
20170327,2017-03-27,27,3,March,1,2017,1,Monday,False
20170328,2017-03-28,28,3,March,1,2017,2,Tuesday,False
20170329,2017-03-29,29,3,March,1,2017,3,Wednesday,False
20170330,2017-03-30,30,3,March,1,2017,4,Thursday,False
20170331,2017-03-31,31,3,March,1,2017,5,Friday,False
20170401,2017-04-01,1,4,April,2,2017,6,Saturday,True
20170402,2017-04-02,2,4,April,2,2017,7,Sunday,True
20170403,2017-04-03,3,4,April,2,2017,1,Monday,False
20170404,2017-04-04,4,4,April,2,2017,2,Tuesday,False
20170405,2017-04-05,5,4,April,2,2017,3,Wednesday,False
20170406,2017-04-06,6,4,April,2,2017,4,Thursday,False
20170407,2017-04-07,7,4,April,2,2017,5,Friday,False
20170408,2017-04-08,8,4,April,2,2017,6,Saturday,True
20170409,2017-04-09,9,4,April,2,2017,7,Sunday,True
20170410,2017-04-10,10,4,April,2,2017,1,Monday,False
20170411,2017-04-11,11,4,April,2,2017,2,Tuesday,False
20170412,2017-04-12,12,4,April,2,2017,3,Wednesday,False
20170413,2017-04-13,13,4,April,2,2017,4,Thursday,False
20170414,2017-04-14,14,4,April,2,2017,5,Friday,False
20170415,2017-04-15,15,4,April,2,2017,6,Saturday,True
20170416,2017-04-16,16,4,April,2,2017,7,Sunday,True
20170417,2017-04-17,17,4,April,2,2017,1,Monday,False
20170418,2017-04-18,18,4,April,2,2017,2,Tuesday,False
20170419,2017-04-19,19,4,April,2,2017,3,Wednesday,False
20170420,2017-04-20,20,4,April,2,2017,4,Thursday,False
20170421,2017-04-21,21,4,April,2,2017,5,Friday,False
20170422,2017-04-22,22,4,April,2,2017,6,Saturday,True
20170423,2017-04-23,23,4,April,2,2017,7,Sunday,True
20170424,2017-04-24,24,4,April,2,2017,1,Monday,False
20170425,2017-04-25,25,4,April,2,2017,2,Tuesday,False
20170426,2017-04-26,26,4,April,2,2017,3,Wednesday,False
20170427,2017-04-27,27,4,April,2,2017,4,Thursday,False
20170428,2017-04-28,28,4,April,2,2017,5,Friday,False
20170429,2017-04-29,29,4,April,2,2017,6,Saturday,True
20170430,2017-04-30,30,4,April,2,2017,7,Sunday,True
20170501,2017-05-01,1,5,May,2,2017,1,Monday,False
20170502,2017-05-02,2,5,May,2,2017,2,Tuesday,False
20170503,2017-05-03,3,5,May,2,2017,3,Wednesday,False
20170504,2017-05-04,4,5,May,2,2017,4,Thursday,False
20170505,2017-05-05,5,5,May,2,2017,5,Friday,False
20170506,2017-05-06,6,5,May,2,2017,6,Saturday,True
20170507,2017-05-07,7,5,May,2,2017,7,Sunday,True
20170508,2017-05-08,8,5,May,2,2017,1,Monday,False
20170509,2017-05-09,9,5,May,2,2017,2,Tuesday,False
20170510,2017-05-10,10,5,May,2,2017,3,Wednesday,False
20170511,2017-05-11,11,5,May,2,2017,4,Thursday,False
20170512,2017-05-12,12,5,May,2,2017,5,Friday,False
20170513,2017-05-13,13,5,May,2,2017,6,Saturday,True
20170514,2017-05-14,14,5,May,2,2017,7,Sunday,True
20170515,2017-05-15,15,5,May,2,2017,1,Monday,False
20170516,2017-05-16,16,5,May,2,2017,2,Tuesday,False
20170517,2017-05-17,17,5,May,2,2017,3,Wednesday,False
20170518,2017-05-18,18,5,May,2,2017,4,Thursday,False
20170519,2017-05-19,19,5,May,2,2017,5,Friday,False
20170520,2017-05-20,20,5,May,2,2017,6,Saturday,True
20170521,2017-05-21,21,5,May,2,2017,7,Sunday,True
20170522,2017-05-22,22,5,May,2,2017,1,Monday,False
20170523,2017-05-23,23,5,May,2,2017,2,Tuesday,False
20170524,2017-05-24,24,5,May,2,2017,3,Wednesday,False
20170525,2017-05-25,25,5,May,2,2017,4,Thursday,False
20170526,2017-05-26,26,5,May,2,2017,5,Friday,False
20170527,2017-05-27,27,5,May,2,2017,6,Saturday,True
20170528,2017-05-28,28,5,May,2,2017,7,Sunday,True
20170529,2017-05-29,29,5,May,2,2017,1,Monday,False
20170530,2017-05-30,30,5,May,2,2017,2,Tuesday,False
20170531,2017-05-31,31,5,May,2,2017,3,Wednesday,False
20170601,2017-06-01,1,6,June,2,2017,4,Thursday,False
20170602,2017-06-02,2,6,June,2,2017,5,Friday,False
20170603,2017-06-03,3,6,June,2,2017,6,Saturday,True
20170604,2017-06-04,4,6,June,2,2017,7,Sunday,True
20170605,2017-06-05,5,6,June,2,2017,1,Monday,False
20170606,2017-06-06,6,6,June,2,2017,2,Tuesday,False
20170607,2017-06-07,7,6,June,2,2017,3,Wednesday,False
20170608,2017-06-08,8,6,June,2,2017,4,Thursday,False
20170609,2017-06-09,9,6,June,2,2017,5,Friday,False
20170610,2017-06-10,10,6,June,2,2017,6,Saturday,True
20170611,2017-06-11,11,6,June,2,2017,7,Sunday,True
20170612,2017-06-12,12,6,June,2,2017,1,Monday,False
20170613,2017-06-13,13,6,June,2,2017,2,Tuesday,False
20170614,2017-06-14,14,6,June,2,2017,3,Wednesday,False
20170615,2017-06-15,15,6,June,2,2017,4,Thursday,False
20170616,2017-06-16,16,6,June,2,2017,5,Friday,False
20170617,2017-06-17,17,6,June,2,2017,6,Saturday,True
20170618,2017-06-18,18,6,June,2,2017,7,Sunday,True
20170619,2017-06-19,19,6,June,2,2017,1,Monday,False
20170620,2017-06-20,20,6,June,2,2017,2,Tuesday,False
20170621,2017-06-21,21,6,June,2,2017,3,Wednesday,False
20170622,2017-06-22,22,6,June,2,2017,4,Thursday,False
20170623,2017-06-23,23,6,June,2,2017,5,Friday,False
20170624,2017-06-24,24,6,June,2,2017,6,Saturday,True
20170625,2017-06-25,25,6,June,2,2017,7,Sunday,True
20170626,2017-06-26,26,6,June,2,2017,1,Monday,False
20170627,2017-06-27,27,6,June,2,2017,2,Tuesday,False
20170628,2017-06-28,28,6,June,2,2017,3,Wednesday,False
20170629,2017-06-29,29,6,June,2,2017,4,Thursday,False
20170630,2017-06-30,30,6,June,2,2017,5,Friday,False
20170701,2017-07-01,1,7,July,3,2017,6,Saturday,True
20170702,2017-07-02,2,7,July,3,2017,7,Sunday,True
20170703,2017-07-03,3,7,July,3,2017,1,Monday,False
20170704,2017-07-04,4,7,July,3,2017,2,Tuesday,False
20170705,2017-07-05,5,7,July,3,2017,3,Wednesday,False
20170706,2017-07-06,6,7,July,3,2017,4,Thursday,False
20170707,2017-07-07,7,7,July,3,2017,5,Friday,False
20170708,2017-07-08,8,7,July,3,2017,6,Saturday,True
20170709,2017-07-09,9,7,July,3,2017,7,Sunday,True
20170710,2017-07-10,10,7,July,3,2017,1,Monday,False
20170711,2017-07-11,11,7,July,3,2017,2,Tuesday,False
20170712,2017-07-12,12,7,July,3,2017,3,Wednesday,False
20170713,2017-07-13,13,7,July,3,2017,4,Thursday,False
20170714,2017-07-14,14,7,July,3,2017,5,Friday,False
20170715,2017-07-15,15,7,July,3,2017,6,Saturday,True
20170716,2017-07-16,16,7,July,3,2017,7,Sunday,True
20170717,2017-07-17,17,7,July,3,2017,1,Monday,False
20170718,2017-07-18,18,7,July,3,2017,2,Tuesday,False
20170719,2017-07-19,19,7,July,3,2017,3,Wednesday,False
20170720,2017-07-20,20,7,July,3,2017,4,Thursday,False
20170721,2017-07-21,21,7,July,3,2017,5,Friday,False
20170722,2017-07-22,22,7,July,3,2017,6,Saturday,True
20170723,2017-07-23,23,7,July,3,2017,7,Sunday,True
20170724,2017-07-24,24,7,July,3,2017,1,Monday,False
20170725,2017-07-25,25,7,July,3,2017,2,Tuesday,False
20170726,2017-07-26,26,7,July,3,2017,3,Wednesday,False
20170727,2017-07-27,27,7,July,3,2017,4,Thursday,False
20170728,2017-07-28,28,7,July,3,2017,5,Friday,False
20170729,2017-07-29,29,7,July,3,2017,6,Saturday,True
20170730,2017-07-30,30,7,July,3,2017,7,Sunday,True
20170731,2017-07-31,31,7,July,3,2017,1,Monday,False
20170801,2017-08-01,1,8,August,3,2017,2,Tuesday,False
20170802,2017-08-02,2,8,August,3,2017,3,Wednesday,False
20170803,2017-08-03,3,8,August,3,2017,4,Thursday,False
20170804,2017-08-04,4,8,August,3,2017,5,Friday,False
20170805,2017-08-05,5,8,August,3,2017,6,Saturday,True
20170806,2017-08-06,6,8,August,3,2017,7,Sunday,True
20170807,2017-08-07,7,8,August,3,2017,1,Monday,False
20170808,2017-08-08,8,8,August,3,2017,2,Tuesday,False
20170809,2017-08-09,9,8,August,3,2017,3,Wednesday,False
20170810,2017-08-10,10,8,August,3,2017,4,Thursday,False
20170811,2017-08-11,11,8,August,3,2017,5,Friday,False
20170812,2017-08-12,12,8,August,3,2017,6,Saturday,True
20170813,2017-08-13,13,8,August,3,2017,7,Sunday,True
20170814,2017-08-14,14,8,August,3,2017,1,Monday,False
20170815,2017-08-15,15,8,August,3,2017,2,Tuesday,False
20170816,2017-08-16,16,8,August,3,2017,3,Wednesday,False
20170817,2017-08-17,17,8,August,3,2017,4,Thursday,False
20170818,2017-08-18,18,8,August,3,2017,5,Friday,False
20170819,2017-08-19,19,8,August,3,2017,6,Saturday,True
20170820,2017-08-20,20,8,August,3,2017,7,Sunday,True
20170821,2017-08-21,21,8,August,3,2017,1,Monday,False
20170822,2017-08-22,22,8,August,3,2017,2,Tuesday,False
20170823,2017-08-23,23,8,August,3,2017,3,Wednesday,False
20170824,2017-08-24,24,8,August,3,2017,4,Thursday,False
20170825,2017-08-25,25,8,August,3,2017,5,Friday,False
20170826,2017-08-26,26,8,August,3,2017,6,Saturday,True
20170827,2017-08-27,27,8,August,3,2017,7,Sunday,True
20170828,2017-08-28,28,8,August,3,2017,1,Monday,False
20170829,2017-08-29,29,8,August,3,2017,2,Tuesday,False
20170830,2017-08-30,30,8,August,3,2017,3,Wednesday,False
20170831,2017-08-31,31,8,August,3,2017,4,Thursday,False
20170901,2017-09-01,1,9,September,3,2017,5,Friday,False
20170902,2017-09-02,2,9,September,3,2017,6,Saturday,True
20170903,2017-09-03,3,9,September,3,2017,7,Sunday,True
20170904,2017-09-04,4,9,September,3,2017,1,Monday,False
20170905,2017-09-05,5,9,September,3,2017,2,Tuesday,False
20170906,2017-09-06,6,9,September,3,2017,3,Wednesday,False
20170907,2017-09-07,7,9,September,3,2017,4,Thursday,False
20170908,2017-09-08,8,9,September,3,2017,5,Friday,False
20170909,2017-09-09,9,9,September,3,2017,6,Saturday,True
20170910,2017-09-10,10,9,September,3,2017,7,Sunday,True
20170911,2017-09-11,11,9,September,3,2017,1,Monday,False
20170912,2017-09-12,12,9,September,3,2017,2,Tuesday,False
20170913,2017-09-13,13,9,September,3,2017,3,Wednesday,False
20170914,2017-09-14,14,9,September,3,2017,4,Thursday,False
20170915,2017-09-15,15,9,September,3,2017,5,Friday,False
20170916,2017-09-16,16,9,September,3,2017,6,Saturday,True
20170917,2017-09-17,17,9,September,3,2017,7,Sunday,True
20170918,2017-09-18,18,9,September,3,2017,1,Monday,False
20170919,2017-09-19,19,9,September,3,2017,2,Tuesday,False
20170920,2017-09-20,20,9,September,3,2017,3,Wednesday,False
20170921,2017-09-21,21,9,September,3,2017,4,Thursday,False
20170922,2017-09-22,22,9,September,3,2017,5,Friday,False
20170923,2017-09-23,23,9,September,3,2017,6,Saturday,True
20170924,2017-09-24,24,9,September,3,2017,7,Sunday,True
20170925,2017-09-25,25,9,September,3,2017,1,Monday,False
20170926,2017-09-26,26,9,September,3,2017,2,Tuesday,False
20170927,2017-09-27,27,9,September,3,2017,3,Wednesday,False
20170928,2017-09-28,28,9,September,3,2017,4,Thursday,False
20170929,2017-09-29,29,9,September,3,2017,5,Friday,False
20170930,2017-09-30,30,9,September,3,2017,6,Saturday,True
20171001,2017-10-01,1,10,October,4,2017,7,Sunday,True
20171002,2017-10-02,2,10,October,4,2017,1,Monday,False
20171003,2017-10-03,3,10,October,4,2017,2,Tuesday,False
20171004,2017-10-04,4,10,October,4,2017,3,Wednesday,False
20171005,2017-10-05,5,10,October,4,2017,4,Thursday,False
20171006,2017-10-06,6,10,October,4,2017,5,Friday,False
20171007,2017-10-07,7,10,October,4,2017,6,Saturday,True
20171008,2017-10-08,8,10,October,4,2017,7,Sunday,True
20171009,2017-10-09,9,10,October,4,2017,1,Monday,False
20171010,2017-10-10,10,10,October,4,2017,2,Tuesday,False
20171011,2017-10-11,11,10,October,4,2017,3,Wednesday,False
20171012,2017-10-12,12,10,October,4,2017,4,Thursday,False
20171013,2017-10-13,13,10,October,4,2017,5,Friday,False
20171014,2017-10-14,14,10,October,4,2017,6,Saturday,True
20171015,2017-10-15,15,10,October,4,2017,7,Sunday,True
20171016,2017-10-16,16,10,October,4,2017,1,Monday,False
20171017,2017-10-17,17,10,October,4,2017,2,Tuesday,False
20171018,2017-10-18,18,10,October,4,2017,3,Wednesday,False
20171019,2017-10-19,19,10,October,4,2017,4,Thursday,False
20171020,2017-10-20,20,10,October,4,2017,5,Friday,False
20171021,2017-10-21,21,10,October,4,2017,6,Saturday,True
20171022,2017-10-22,22,10,October,4,2017,7,Sunday,True
20171023,2017-10-23,23,10,October,4,2017,1,Monday,False
20171024,2017-10-24,24,10,October,4,2017,2,Tuesday,False
20171025,2017-10-25,25,10,October,4,2017,3,Wednesday,False
20171026,2017-10-26,26,10,October,4,2017,4,Thursday,False
20171027,2017-10-27,27,10,October,4,2017,5,Friday,False
20171028,2017-10-28,28,10,October,4,2017,6,Saturday,True
20171029,2017-10-29,29,10,October,4,2017,7,Sunday,True
20171030,2017-10-30,30,10,October,4,2017,1,Monday,False
20171031,2017-10-31,31,10,October,4,2017,2,Tuesday,False
20171101,2017-11-01,1,11,November,4,2017,3,Wednesday,False
20171102,2017-11-02,2,11,November,4,2017,4,Thursday,False
20171103,2017-11-03,3,11,November,4,2017,5,Friday,False
20171104,2017-11-04,4,11,November,4,2017,6,Saturday,True
20171105,2017-11-05,5,11,November,4,2017,7,Sunday,True
20171106,2017-11-06,6,11,November,4,2017,1,Monday,False
20171107,2017-11-07,7,11,November,4,2017,2,Tuesday,False
20171108,2017-11-08,8,11,November,4,2017,3,Wednesday,False
20171109,2017-11-09,9,11,November,4,2017,4,Thursday,False
20171110,2017-11-10,10,11,November,4,2017,5,Friday,False
20171111,2017-11-11,11,11,November,4,2017,6,Saturday,True
20171112,2017-11-12,12,11,November,4,2017,7,Sunday,True
20171113,2017-11-13,13,11,November,4,2017,1,Monday,False
20171114,2017-11-14,14,11,November,4,2017,2,Tuesday,False
20171115,2017-11-15,15,11,November,4,2017,3,Wednesday,False
20171116,2017-11-16,16,11,November,4,2017,4,Thursday,False
20171117,2017-11-17,17,11,November,4,2017,5,Friday,False
20171118,2017-11-18,18,11,November,4,2017,6,Saturday,True
20171119,2017-11-19,19,11,November,4,2017,7,Sunday,True
20171120,2017-11-20,20,11,November,4,2017,1,Monday,False
20171121,2017-11-21,21,11,November,4,2017,2,Tuesday,False
20171122,2017-11-22,22,11,November,4,2017,3,Wednesday,False
20171123,2017-11-23,23,11,November,4,2017,4,Thursday,False
20171124,2017-11-24,24,11,November,4,2017,5,Friday,False
20171125,2017-11-25,25,11,November,4,2017,6,Saturday,True
20171126,2017-11-26,26,11,November,4,2017,7,Sunday,True
20171127,2017-11-27,27,11,November,4,2017,1,Monday,False
20171128,2017-11-28,28,11,November,4,2017,2,Tuesday,False
20171129,2017-11-29,29,11,November,4,2017,3,Wednesday,False
20171130,2017-11-30,30,11,November,4,2017,4,Thursday,False
20171201,2017-12-01,1,12,December,4,2017,5,Friday,False
20171202,2017-12-02,2,12,December,4,2017,6,Saturday,True
20171203,2017-12-03,3,12,December,4,2017,7,Sunday,True
20171204,2017-12-04,4,12,December,4,2017,1,Monday,False
20171205,2017-12-05,5,12,December,4,2017,2,Tuesday,False
20171206,2017-12-06,6,12,December,4,2017,3,Wednesday,False
20171207,2017-12-07,7,12,December,4,2017,4,Thursday,False
20171208,2017-12-08,8,12,December,4,2017,5,Friday,False
20171209,2017-12-09,9,12,December,4,2017,6,Saturday,True
20171210,2017-12-10,10,12,December,4,2017,7,Sunday,True
20171211,2017-12-11,11,12,December,4,2017,1,Monday,False
20171212,2017-12-12,12,12,December,4,2017,2,Tuesday,False
20171213,2017-12-13,13,12,December,4,2017,3,Wednesday,False
20171214,2017-12-14,14,12,December,4,2017,4,Thursday,False
20171215,2017-12-15,15,12,December,4,2017,5,Friday,False
20171216,2017-12-16,16,12,December,4,2017,6,Saturday,True
20171217,2017-12-17,17,12,December,4,2017,7,Sunday,True
20171218,2017-12-18,18,12,December,4,2017,1,Monday,False
20171219,2017-12-19,19,12,December,4,2017,2,Tuesday,False
20171220,2017-12-20,20,12,December,4,2017,3,Wednesday,False
20171221,2017-12-21,21,12,December,4,2017,4,Thursday,False
20171222,2017-12-22,22,12,December,4,2017,5,Friday,False
20171223,2017-12-23,23,12,December,4,2017,6,Saturday,True
20171224,2017-12-24,24,12,December,4,2017,7,Sunday,True
20171225,2017-12-25,25,12,December,4,2017,1,Monday,False
20171226,2017-12-26,26,12,December,4,2017,2,Tuesday,False
20171227,2017-12-27,27,12,December,4,2017,3,Wednesday,False
20171228,2017-12-28,28,12,December,4,2017,4,Thursday,False
20171229,2017-12-29,29,12,December,4,2017,5,Friday,False
20171230,2017-12-30,30,12,December,4,2017,6,Saturday,True
20171231,2017-12-31,31,12,December,4,2017,7,Sunday,True
20180101,2018-01-01,1,1,January,1,2018,1,Monday,False
20180102,2018-01-02,2,1,January,1,2018,2,Tuesday,False
20180103,2018-01-03,3,1,January,1,2018,3,Wednesday,False
20180104,2018-01-04,4,1,January,1,2018,4,Thursday,False
20180105,2018-01-05,5,1,January,1,2018,5,Friday,False
20180106,2018-01-06,6,1,January,1,2018,6,Saturday,True
20180107,2018-01-07,7,1,January,1,2018,7,Sunday,True
20180108,2018-01-08,8,1,January,1,2018,1,Monday,False
20180109,2018-01-09,9,1,January,1,2018,2,Tuesday,False
20180110,2018-01-10,10,1,January,1,2018,3,Wednesday,False
20180111,2018-01-11,11,1,January,1,2018,4,Thursday,False
20180112,2018-01-12,12,1,January,1,2018,5,Friday,False
20180113,2018-01-13,13,1,January,1,2018,6,Saturday,True
20180114,2018-01-14,14,1,January,1,2018,7,Sunday,True
20180115,2018-01-15,15,1,January,1,2018,1,Monday,False
20180116,2018-01-16,16,1,January,1,2018,2,Tuesday,False
20180117,2018-01-17,17,1,January,1,2018,3,Wednesday,False
20180118,2018-01-18,18,1,January,1,2018,4,Thursday,False
20180119,2018-01-19,19,1,January,1,2018,5,Friday,False
20180120,2018-01-20,20,1,January,1,2018,6,Saturday,True
20180121,2018-01-21,21,1,January,1,2018,7,Sunday,True
20180122,2018-01-22,22,1,January,1,2018,1,Monday,False
20180123,2018-01-23,23,1,January,1,2018,2,Tuesday,False
20180124,2018-01-24,24,1,January,1,2018,3,Wednesday,False
20180125,2018-01-25,25,1,January,1,2018,4,Thursday,False
20180126,2018-01-26,26,1,January,1,2018,5,Friday,False
20180127,2018-01-27,27,1,January,1,2018,6,Saturday,True
20180128,2018-01-28,28,1,January,1,2018,7,Sunday,True
20180129,2018-01-29,29,1,January,1,2018,1,Monday,False
20180130,2018-01-30,30,1,January,1,2018,2,Tuesday,False
20180131,2018-01-31,31,1,January,1,2018,3,Wednesday,False
20180201,2018-02-01,1,2,February,1,2018,4,Thursday,False
20180202,2018-02-02,2,2,February,1,2018,5,Friday,False
20180203,2018-02-03,3,2,February,1,2018,6,Saturday,True
20180204,2018-02-04,4,2,February,1,2018,7,Sunday,True
20180205,2018-02-05,5,2,February,1,2018,1,Monday,False
20180206,2018-02-06,6,2,February,1,2018,2,Tuesday,False
